ChannelId,AuthorDisplayName,VideoId,LikeCount,ReplyCount,PublishedAt,TextDisplay
UCpQhlIjQs4XvpeaDBvzevmg,@volkanbasbuyuk,AAlG-L-94wo,0,2,2024-10-03T14:18:39Z,"selam AKGÜN hocam öncelikle bu eğitim videosu içibn teşekkür ederim.gösterdiğiniz bu yol bir çok kişiye ilham oldu bende o kişilerdenim.sizin kanalınızla başladı bu işi öğrenme sürecim .ve sadece programların free ücresiz özellikleriye yaklaşık 120 video yaptım 10 ayrı kanal oluşturcam,etap etap sırayla.belki bir çoğu çöp olucak ama ,bu işin yapılabilirliğini 0 dan 1 e gelebilme ruhunu sizin sayenizde edindim.şuan anadan doğma bir bebek gibi emeklemeye çalışıyorum,sonrası gelicektir diye hergün 3-4 saatimi vermeye çalışıyorum.çoooook teşekkürler tekrardan.iyiki varsınız"
UCL9tmwWxAtvUGMkjs5ItALg,@sevdaartuc8694,AAlG-L-94wo,1,0,2024-10-03T08:41:36Z,teşekkür ederiz
UC_9XZV73MuKci4RlRUa0gyw,@mental_monsters1,AAlG-L-94wo,1,0,2024-10-03T07:57:42Z,Aynı shorts videosunu birden fazla paylaşınca YouTube bu konuda ne yapıyor anlıyor mu? Paylaşmak yanlış mı
UC_9XZV73MuKci4RlRUa0gyw,@mental_monsters1,AAlG-L-94wo,0,0,2024-10-03T07:54:13Z,Abi Telif sorununu nasıl çözeceğiz.Telife dair detaylı bir video yapar mısın? Müzik kullanma vs vs Allah razı olsun
UCCx1AgekYo5e3mEexNDBJcQ,@socialhorhorsfilims,AAlG-L-94wo,1,0,2024-10-02T20:55:41Z,Abi bir konu hakkında yardımına ihtiyacım var  abi senin sayende yabancı Kanal kurdum ve İngilizceyi dilinde korku videoları yapmaya başladım yuotob perimum da satın aldım oradaki telifsiz içerikler için ama  indirdiğim videoları capcupa göndermediğim için yarıda bıraktım nasıl yapabilirim bu konuda bana yardımcı olabilir misiniz
UCwAjJREvDuLpiL_9hj9LFqQ,@bensemihtopuz,AAlG-L-94wo,1,0,2024-10-02T19:14:14Z,Hocam ben kanalı ilk açtığımda farklı bir konseptte açtım fakat şimdi konsepti değiştirmek istiyorum diyelim. Bu kanaldaki tüm videoları silip yeni videolarla mı devam etmeliyim yoksa yeni konsept için farklı bir kanal mı açmalıyım veya şuan az abonem olduğu için videoları silmeden yeni konseptte videolara devam etmelimiyim?
UCed7e39ytQV1aTOOuPIhE0A,@ilkerozkan3375,AAlG-L-94wo,0,0,2024-10-02T12:31:21Z,Merhaba teşekkürler🙏 ama nerden başlaya çağını bilmiyorum😢
UCumpq3bEpo61zCLvStW4Jtg,@GamingVideos010,AAlG-L-94wo,1,0,2024-10-02T10:23:32Z,Abi shorts atsakda olur mu
UCOw7xdEg0C9GxDTkdKE7IQQ,@vsqueencombat,AAlG-L-94wo,1,0,2024-10-01T20:04:04Z,Çok samimi bir yüzün var doğal ve öğretici video çekmen çok güzel sen bunları boşverip normalde 10 tane kanalı aynı anda yönetiyorsun belki ama bize yardım ettiğin için teşekkür ederim kendi adıma bende bu işe başladım umarım başarı bizimle olur can dostum adamsın ❤️
UC3YI3C4oy0WF1Pqzz9N0pWg,@emreyesilyurt68,AAlG-L-94wo,1,2,2024-10-01T16:27:03Z,Devlet memuru olarak utube dan gelir etmem sıkıntılı. Gelir kazanmayı açarak ama hesaba çekmeden kumbara mantığı ile utube da biriktirebilir miyim ? Belirli bir seviye üstünde işten çıkarak birikmiş parayı almak gibi bir imkanım olur mu ?
UCYZf_hC9Cb3y8E6eULRjIZQ,@erenozen2903,AAlG-L-94wo,3,2,2024-10-01T14:27:30Z,akgün abi seni 2018den beri tanırım. hatta memleketim tekirdağa geldiğin zaman en yakın arkadaşımla fotoğraf çekilmişliğin vardı. avmlerde az aramadık seni :) şimdi ise sen bize eğitim veriyorsun. bir sonraki videolarında youtube kanal ve video örnekleriyle neredeyse bütün kategorilere göre 1 saatlik video yaparsan çok iyi olur. mantığı anlamış oluruz
UCvjafZo1ebd6II-Zlx0owFw,@dizilogy,AAlG-L-94wo,1,3,2024-10-01T13:51:55Z,Devlet memurları ne yapmalı bu konuda da bilgilendirme yaparsanız sevinirim.
UC6oRn0ObGG2u6za2xbE4law,@4HistoryPages,AAlG-L-94wo,1,0,2024-10-01T11:53:13Z,O kadar kanal takip ediyoruz bir şeyleri görüp öğrenelim bizde bir yerden başlayalım diye ama senin kadar bu kadar net bir şekilde bilgilerini paylaşana henüz denk gelmedim.. tebrik ederim teşekkür ederim kardeşim..iyi ki senin gibi ADAMlar var
UCI5QSLmgir43WYwJnVTs4ng,@dusunduren_gercekler,AAlG-L-94wo,1,0,2024-10-01T11:42:56Z,Yeni bir kanal açtım ve büyütmek için çabalıyorum doğru tekniklerle ve farkındalığım arttı diyebilirim:)<br>Teşekkür ederim faydalı içeriklerle bilgilendirme yaptığınız için.
